id,path,label
TRAIN_0139,./train/TRAIN_0139.wav,4
TRAIN_0140,./train/TRAIN_0140.wav,5
TRAIN_0141,./train/TRAIN_0141.wav,2
TRAIN_0142,./train/TRAIN_0142.wav,5
TRAIN_0143,./train/TRAIN_0143.wav,3
TRAIN_0144,./train/TRAIN_0144.wav,3
TRAIN_0145,./train/TRAIN_0145.wav,0
TRAIN_0146,./train/TRAIN_0146.wav,0
TRAIN_0147,./train/TRAIN_0147.wav,1
TRAIN_0148,./train/TRAIN_0148.wav,2
TRAIN_0149,./train/TRAIN_0149.wav,4
TRAIN_0150,./train/TRAIN_0150.wav,3
TRAIN_0151,./train/TRAIN_0151.wav,2
TRAIN_0152,./train/TRAIN_0152.wav,3
TRAIN_0153,./train/TRAIN_0153.wav,1
TRAIN_0154,./train/TRAIN_0154.wav,4
TRAIN_0155,./train/TRAIN_0155.wav,0
TRAIN_0156,./train/TRAIN_0156.wav,1
TRAIN_0157,./train/TRAIN_0157.wav,5
TRAIN_0158,./train/TRAIN_0158.wav,1
TRAIN_0159,./train/TRAIN_0159.wav,5
TRAIN_0160,./train/TRAIN_0160.wav,1
TRAIN_0161,./train/TRAIN_0161.wav,2
TRAIN_0162,./train/TRAIN_0162.wav,2
TRAIN_0163,./train/TRAIN_0163.wav,2
TRAIN_0164,./train/TRAIN_0164.wav,2
TRAIN_0165,./train/TRAIN_0165.wav,5
TRAIN_0166,./train/TRAIN_0166.wav,3
TRAIN_0167,./train/TRAIN_0167.wav,1
TRAIN_0168,./train/TRAIN_0168.wav,0
TRAIN_0169,./train/TRAIN_0169.wav,1
TRAIN_0170,./train/TRAIN_0170.wav,5
TRAIN_0171,./train/TRAIN_0171.wav,2
TRAIN_0172,./train/TRAIN_0172.wav,4
TRAIN_0173,./train/TRAIN_0173.wav,5
TRAIN_0174,./train/TRAIN_0174.wav,3
TRAIN_0175,./train/TRAIN_0175.wav,3
TRAIN_0176,./train/TRAIN_0176.wav,0
TRAIN_0177,./train/TRAIN_0177.wav,2
TRAIN_0178,./train/TRAIN_0178.wav,1
TRAIN_0179,./train/TRAIN_0179.wav,5
TRAIN_0180,./train/TRAIN_0180.wav,3
TRAIN_0181,./train/TRAIN_0181.wav,4
TRAIN_0182,./train/TRAIN_0182.wav,3
TRAIN_0183,./train/TRAIN_0183.wav,5
TRAIN_0184,./train/TRAIN_0184.wav,2
TRAIN_0185,./train/TRAIN_0185.wav,4
TRAIN_0186,./train/TRAIN_0186.wav,0
TRAIN_0187,./train/TRAIN_0187.wav,1
TRAIN_0188,./train/TRAIN_0188.wav,3
TRAIN_0189,./train/TRAIN_0189.wav,3
TRAIN_0190,./train/TRAIN_0190.wav,3
TRAIN_0191,./train/TRAIN_0191.wav,2
TRAIN_0192,./train/TRAIN_0192.wav,3
TRAIN_0193,./train/TRAIN_0193.wav,4
TRAIN_0194,./train/TRAIN_0194.wav,1
TRAIN_0195,./train/TRAIN_0195.wav,0
TRAIN_0196,./train/TRAIN_0196.wav,1
TRAIN_0197,./train/TRAIN_0197.wav,0
TRAIN_0198,./train/TRAIN_0198.wav,0
TRAIN_0199,./train/TRAIN_0199.wav,3
TRAIN_0200,./train/TRAIN_0200.wav,1
TRAIN_0201,./train/TRAIN_0201.wav,3
TRAIN_0202,./train/TRAIN_0202.wav,3
TRAIN_0203,./train/TRAIN_0203.wav,3
TRAIN_0204,./train/TRAIN_0204.wav,1
TRAIN_0205,./train/TRAIN_0205.wav,5
TRAIN_0206,./train/TRAIN_0206.wav,4
TRAIN_0207,./train/TRAIN_0207.wav,2
TRAIN_0208,./train/TRAIN_0208.wav,1
TRAIN_0209,./train/TRAIN_0209.wav,3
TRAIN_0210,./train/TRAIN_0210.wav,5
TRAIN_0211,./train/TRAIN_0211.wav,2
TRAIN_0212,./train/TRAIN_0212.wav,3
TRAIN_0213,./train/TRAIN_0213.wav,2
TRAIN_0214,./train/TRAIN_0214.wav,1
TRAIN_0215,./train/TRAIN_0215.wav,1
TRAIN_0216,./train/TRAIN_0216.wav,3
TRAIN_0217,./train/TRAIN_0217.wav,3
TRAIN_0218,./train/TRAIN_0218.wav,5
TRAIN_0219,./train/TRAIN_0219.wav,3
TRAIN_0220,./train/TRAIN_0220.wav,4
TRAIN_0221,./train/TRAIN_0221.wav,0
TRAIN_0222,./train/TRAIN_0222.wav,5
TRAIN_0223,./train/TRAIN_0223.wav,3
TRAIN_0224,./train/TRAIN_0224.wav,4
TRAIN_0225,./train/TRAIN_0225.wav,4
TRAIN_0226,./train/TRAIN_0226.wav,5
TRAIN_0227,./train/TRAIN_0227.wav,3
TRAIN_0228,./train/TRAIN_0228.wav,3
TRAIN_0229,./train/TRAIN_0229.wav,3
TRAIN_0230,./train/TRAIN_0230.wav,4
TRAIN_0231,./train/TRAIN_0231.wav,5
TRAIN_0232,./train/TRAIN_0232.wav,3
TRAIN_0233,./train/TRAIN_0233.wav,1
TRAIN_0234,./train/TRAIN_0234.wav,1
TRAIN_0235,./train/TRAIN_0235.wav,3
TRAIN_0236,./train/TRAIN_0236.wav,1
TRAIN_0237,./train/TRAIN_0237.wav,4
TRAIN_0238,./train/TRAIN_0238.wav,2
TRAIN_0239,./train/TRAIN_0239.wav,2
TRAIN_0240,./train/TRAIN_0240.wav,5
TRAIN_0241,./train/TRAIN_0241.wav,5
TRAIN_0242,./train/TRAIN_0242.wav,3
TRAIN_0243,./train/TRAIN_0243.wav,1
TRAIN_0244,./train/TRAIN_0244.wav,2
TRAIN_0245,./train/TRAIN_0245.wav,1
TRAIN_0246,./train/TRAIN_0246.wav,5
TRAIN_0247,./train/TRAIN_0247.wav,5
TRAIN_0248,./train/TRAIN_0248.wav,1
TRAIN_0249,./train/TRAIN_0249.wav,5
TRAIN_0250,./train/TRAIN_0250.wav,3
TRAIN_0251,./train/TRAIN_0251.wav,2
TRAIN_0252,./train/TRAIN_0252.wav,3
TRAIN_0253,./train/TRAIN_0253.wav,0
TRAIN_0254,./train/TRAIN_0254.wav,1
TRAIN_0255,./train/TRAIN_0255.wav,3
TRAIN_0256,./train/TRAIN_0256.wav,0
TRAIN_0257,./train/TRAIN_0257.wav,2
TRAIN_0258,./train/TRAIN_0258.wav,5
TRAIN_0259,./train/TRAIN_0259.wav,2
TRAIN_0260,./train/TRAIN_0260.wav,0
TRAIN_0261,./train/TRAIN_0261.wav,5
TRAIN_0262,./train/TRAIN_0262.wav,0
TRAIN_0263,./train/TRAIN_0263.wav,5
TRAIN_0264,./train/TRAIN_0264.wav,3
TRAIN_0265,./train/TRAIN_0265.wav,5
TRAIN_0266,./train/TRAIN_0266.wav,1
TRAIN_0267,./train/TRAIN_0267.wav,4
TRAIN_0268,./train/TRAIN_0268.wav,1
TRAIN_0269,./train/TRAIN_0269.wav,4
TRAIN_0270,./train/TRAIN_0270.wav,2
TRAIN_0271,./train/TRAIN_0271.wav,1
TRAIN_0272,./train/TRAIN_0272.wav,4
TRAIN_0273,./train/TRAIN_0273.wav,5
TRAIN_0274,./train/TRAIN_0274.wav,3
TRAIN_0275,./train/TRAIN_0275.wav,4
TRAIN_0276,./train/TRAIN_0276.wav,4
TRAIN_0277,./train/TRAIN_0277.wav,2
TRAIN_0278,./train/TRAIN_0278.wav,4
TRAIN_0279,./train/TRAIN_0279.wav,2
TRAIN_0280,./train/TRAIN_0280.wav,3
TRAIN_0281,./train/TRAIN_0281.wav,4
TRAIN_0282,./train/TRAIN_0282.wav,5
TRAIN_0283,./train/TRAIN_0283.wav,2
TRAIN_0284,./train/TRAIN_0284.wav,0
TRAIN_0285,./train/TRAIN_0285.wav,2
TRAIN_0286,./train/TRAIN_0286.wav,2
TRAIN_0287,./train/TRAIN_0287.wav,5
TRAIN_0288,./train/TRAIN_0288.wav,3
TRAIN_0289,./train/TRAIN_0289.wav,3
TRAIN_0290,./train/TRAIN_0290.wav,0
TRAIN_0291,./train/TRAIN_0291.wav,3
TRAIN_0292,./train/TRAIN_0292.wav,0
TRAIN_0293,./train/TRAIN_0293.wav,1
TRAIN_0294,./train/TRAIN_0294.wav,2
TRAIN_0295,./train/TRAIN_0295.wav,0
TRAIN_0296,./train/TRAIN_0296.wav,5
TRAIN_0297,./train/TRAIN_0297.wav,5
TRAIN_0298,./train/TRAIN_0298.wav,3
TRAIN_0299,./train/TRAIN_0299.wav,1
TRAIN_0300,./train/TRAIN_0300.wav,3
TRAIN_0301,./train/TRAIN_0301.wav,3
TRAIN_0302,./train/TRAIN_0302.wav,5
TRAIN_0303,./train/TRAIN_0303.wav,2
TRAIN_0304,./train/TRAIN_0304.wav,5
TRAIN_0305,./train/TRAIN_0305.wav,5
TRAIN_0306,./train/TRAIN_0306.wav,3
TRAIN_0307,./train/TRAIN_0307.wav,3
TRAIN_0308,./train/TRAIN_0308.wav,1
TRAIN_0309,./train/TRAIN_0309.wav,2
TRAIN_0310,./train/TRAIN_0310.wav,3
TRAIN_0311,./train/TRAIN_0311.wav,2
TRAIN_0312,./train/TRAIN_0312.wav,3
TRAIN_0313,./train/TRAIN_0313.wav,2
TRAIN_0314,./train/TRAIN_0314.wav,3
TRAIN_0315,./train/TRAIN_0315.wav,0
TRAIN_0316,./train/TRAIN_0316.wav,2
TRAIN_0317,./train/TRAIN_0317.wav,4
TRAIN_0318,./train/TRAIN_0318.wav,5
TRAIN_0319,./train/TRAIN_0319.wav,5
TRAIN_0320,./train/TRAIN_0320.wav,5
TRAIN_0321,./train/TRAIN_0321.wav,4
TRAIN_0322,./train/TRAIN_0322.wav,0
TRAIN_0323,./train/TRAIN_0323.wav,5
TRAIN_0324,./train/TRAIN_0324.wav,2
TRAIN_0325,./train/TRAIN_0325.wav,2
TRAIN_0326,./train/TRAIN_0326.wav,4
TRAIN_0327,./train/TRAIN_0327.wav,1
TRAIN_0328,./train/TRAIN_0328.wav,1
TRAIN_0329,./train/TRAIN_0329.wav,1
TRAIN_0330,./train/TRAIN_0330.wav,1
TRAIN_0331,./train/TRAIN_0331.wav,5
TRAIN_0332,./train/TRAIN_0332.wav,1
TRAIN_0333,./train/TRAIN_0333.wav,4
TRAIN_0334,./train/TRAIN_0334.wav,0
TRAIN_0335,./train/TRAIN_0335.wav,4
TRAIN_0336,./train/TRAIN_0336.wav,2
TRAIN_0337,./train/TRAIN_0337.wav,3
TRAIN_0338,./train/TRAIN_0338.wav,3
TRAIN_0339,./train/TRAIN_0339.wav,5
TRAIN_0340,./train/TRAIN_0340.wav,1
TRAIN_0341,./train/TRAIN_0341.wav,3
TRAIN_0342,./train/TRAIN_0342.wav,1
TRAIN_0343,./train/TRAIN_0343.wav,5
TRAIN_0344,./train/TRAIN_0344.wav,3
TRAIN_0345,./train/TRAIN_0345.wav,1
TRAIN_0346,./train/TRAIN_0346.wav,1
TRAIN_0347,./train/TRAIN_0347.wav,4
TRAIN_0348,./train/TRAIN_0348.wav,0
TRAIN_0349,./train/TRAIN_0349.wav,4
TRAIN_0350,./train/TRAIN_0350.wav,0
TRAIN_0351,./train/TRAIN_0351.wav,4
TRAIN_0352,./train/TRAIN_0352.wav,2
TRAIN_0353,./train/TRAIN_0353.wav,3
TRAIN_0354,./train/TRAIN_0354.wav,4
TRAIN_0355,./train/TRAIN_0355.wav,5
TRAIN_0356,./train/TRAIN_0356.wav,5
TRAIN_0357,./train/TRAIN_0357.wav,4
TRAIN_0358,./train/TRAIN_0358.wav,2
TRAIN_0359,./train/TRAIN_0359.wav,3
TRAIN_0360,./train/TRAIN_0360.wav,0
TRAIN_0361,./train/TRAIN_0361.wav,3
TRAIN_0362,./train/TRAIN_0362.wav,1
TRAIN_0363,./train/TRAIN_0363.wav,2
TRAIN_0364,./train/TRAIN_0364.wav,4
TRAIN_0365,./train/TRAIN_0365.wav,4
TRAIN_0366,./train/TRAIN_0366.wav,3
TRAIN_0367,./train/TRAIN_0367.wav,5
TRAIN_0368,./train/TRAIN_0368.wav,4
TRAIN_0369,./train/TRAIN_0369.wav,0
TRAIN_0370,./train/TRAIN_0370.wav,0
TRAIN_0371,./train/TRAIN_0371.wav,1
TRAIN_0372,./train/TRAIN_0372.wav,2
TRAIN_0373,./train/TRAIN_0373.wav,2
TRAIN_0374,./train/TRAIN_0374.wav,1
TRAIN_0375,./train/TRAIN_0375.wav,1
TRAIN_0376,./train/TRAIN_0376.wav,2
TRAIN_0377,./train/TRAIN_0377.wav,1
TRAIN_0378,./train/TRAIN_0378.wav,4
TRAIN_0379,./train/TRAIN_0379.wav,2
TRAIN_0380,./train/TRAIN_0380.wav,3
TRAIN_0381,./train/TRAIN_0381.wav,1
TRAIN_0382,./train/TRAIN_0382.wav,5
TRAIN_0383,./train/TRAIN_0383.wav,3
TRAIN_0384,./train/TRAIN_0384.wav,3
TRAIN_0385,./train/TRAIN_0385.wav,1
TRAIN_0386,./train/TRAIN_0386.wav,4
TRAIN_0387,./train/TRAIN_0387.wav,1
TRAIN_0388,./train/TRAIN_0388.wav,1
TRAIN_0389,./train/TRAIN_0389.wav,2
TRAIN_0390,./train/TRAIN_0390.wav,4
TRAIN_0391,./train/TRAIN_0391.wav,3
TRAIN_0392,./train/TRAIN_0392.wav,4
TRAIN_0393,./train/TRAIN_0393.wav,1
TRAIN_0394,./train/TRAIN_0394.wav,1
TRAIN_0395,./train/TRAIN_0395.wav,4
TRAIN_0396,./train/TRAIN_0396.wav,2
TRAIN_0397,./train/TRAIN_0397.wav,0
TRAIN_0398,./train/TRAIN_0398.wav,0
TRAIN_0399,./train/TRAIN_0399.wav,0
TRAIN_0400,./train/TRAIN_0400.wav,3
TRAIN_0401,./train/TRAIN_0401.wav,2
TRAIN_0402,./train/TRAIN_0402.wav,3
TRAIN_0403,./train/TRAIN_0403.wav,3
TRAIN_0404,./train/TRAIN_0404.wav,3
TRAIN_0405,./train/TRAIN_0405.wav,5
TRAIN_0406,./train/TRAIN_0406.wav,1
TRAIN_0407,./train/TRAIN_0407.wav,5
TRAIN_0408,./train/TRAIN_0408.wav,5
TRAIN_0409,./train/TRAIN_0409.wav,1
TRAIN_0410,./train/TRAIN_0410.wav,4
TRAIN_0411,./train/TRAIN_0411.wav,1
TRAIN_0412,./train/TRAIN_0412.wav,0
TRAIN_0413,./train/TRAIN_0413.wav,1
TRAIN_0414,./train/TRAIN_0414.wav,2
TRAIN_0415,./train/TRAIN_0415.wav,1
TRAIN_0416,./train/TRAIN_0416.wav,1
TRAIN_0417,./train/TRAIN_0417.wav,3
TRAIN_0418,./train/TRAIN_0418.wav,3
TRAIN_0419,./train/TRAIN_0419.wav,3
TRAIN_0420,./train/TRAIN_0420.wav,0
TRAIN_0421,./train/TRAIN_0421.wav,3
TRAIN_0422,./train/TRAIN_0422.wav,4
TRAIN_0423,./train/TRAIN_0423.wav,2
TRAIN_0424,./train/TRAIN_0424.wav,4
TRAIN_0425,./train/TRAIN_0425.wav,5
TRAIN_0426,./train/TRAIN_0426.wav,1
TRAIN_0427,./train/TRAIN_0427.wav,5
TRAIN_0428,./train/TRAIN_0428.wav,2
TRAIN_0429,./train/TRAIN_0429.wav,5
TRAIN_0430,./train/TRAIN_0430.wav,0
TRAIN_0431,./train/TRAIN_0431.wav,5
TRAIN_0432,./train/TRAIN_0432.wav,1
TRAIN_0433,./train/TRAIN_0433.wav,2
TRAIN_0434,./train/TRAIN_0434.wav,1
TRAIN_0435,./train/TRAIN_0435.wav,2
TRAIN_0436,./train/TRAIN_0436.wav,2
TRAIN_0437,./train/TRAIN_0437.wav,0
TRAIN_0438,./train/TRAIN_0438.wav,1
TRAIN_0439,./train/TRAIN_0439.wav,3
TRAIN_0440,./train/TRAIN_0440.wav,5
TRAIN_0441,./train/TRAIN_0441.wav,5
TRAIN_0442,./train/TRAIN_0442.wav,0
TRAIN_0443,./train/TRAIN_0443.wav,5
TRAIN_0444,./train/TRAIN_0444.wav,0
TRAIN_0445,./train/TRAIN_0445.wav,5
TRAIN_0446,./train/TRAIN_0446.wav,1
TRAIN_0447,./train/TRAIN_0447.wav,3
TRAIN_0448,./train/TRAIN_0448.wav,1
TRAIN_0449,./train/TRAIN_0449.wav,5
TRAIN_0450,./train/TRAIN_0450.wav,3
TRAIN_0451,./train/TRAIN_0451.wav,1
TRAIN_0452,./train/TRAIN_0452.wav,1
TRAIN_0453,./train/TRAIN_0453.wav,5
TRAIN_0454,./train/TRAIN_0454.wav,1
TRAIN_0455,./train/TRAIN_0455.wav,4
TRAIN_0456,./train/TRAIN_0456.wav,3
TRAIN_0457,./train/TRAIN_0457.wav,5
TRAIN_0458,./train/TRAIN_0458.wav,2
TRAIN_0459,./train/TRAIN_0459.wav,4
TRAIN_0460,./train/TRAIN_0460.wav,2
TRAIN_0461,./train/TRAIN_0461.wav,4
TRAIN_0462,./train/TRAIN_0462.wav,3
TRAIN_0463,./train/TRAIN_0463.wav,4
TRAIN_0464,./train/TRAIN_0464.wav,3
TRAIN_0465,./train/TRAIN_0465.wav,4
TRAIN_0466,./train/TRAIN_0466.wav,3
TRAIN_0467,./train/TRAIN_0467.wav,3
TRAIN_0468,./train/TRAIN_0468.wav,1
TRAIN_0469,./train/TRAIN_0469.wav,5
TRAIN_0470,./train/TRAIN_0470.wav,0
TRAIN_0471,./train/TRAIN_0471.wav,5
TRAIN_0472,./train/TRAIN_0472.wav,5
TRAIN_0473,./train/TRAIN_0473.wav,0
TRAIN_0474,./train/TRAIN_0474.wav,1
TRAIN_0475,./train/TRAIN_0475.wav,5
TRAIN_0476,./train/TRAIN_0476.wav,5
TRAIN_0477,./train/TRAIN_0477.wav,1
TRAIN_0478,./train/TRAIN_0478.wav,3
TRAIN_0479,./train/TRAIN_0479.wav,2
TRAIN_0480,./train/TRAIN_0480.wav,2
TRAIN_0481,./train/TRAIN_0481.wav,1
TRAIN_0482,./train/TRAIN_0482.wav,0
TRAIN_0483,./train/TRAIN_0483.wav,0
TRAIN_0484,./train/TRAIN_0484.wav,2
TRAIN_0485,./train/TRAIN_0485.wav,5
TRAIN_0486,./train/TRAIN_0486.wav,4
TRAIN_0487,./train/TRAIN_0487.wav,4
TRAIN_0488,./train/TRAIN_0488.wav,3
TRAIN_0489,./train/TRAIN_0489.wav,3
TRAIN_0490,./train/TRAIN_0490.wav,3
TRAIN_0491,./train/TRAIN_0491.wav,0
TRAIN_0492,./train/TRAIN_0492.wav,1
TRAIN_0493,./train/TRAIN_0493.wav,1
TRAIN_0494,./train/TRAIN_0494.wav,2
TRAIN_0495,./train/TRAIN_0495.wav,4
TRAIN_0496,./train/TRAIN_0496.wav,5
TRAIN_0497,./train/TRAIN_0497.wav,1
TRAIN_0498,./train/TRAIN_0498.wav,1
TRAIN_0499,./train/TRAIN_0499.wav,5
TRAIN_0500,./train/TRAIN_0500.wav,1
TRAIN_0501,./train/TRAIN_0501.wav,2
TRAIN_0502,./train/TRAIN_0502.wav,5
TRAIN_0503,./train/TRAIN_0503.wav,1
TRAIN_0504,./train/TRAIN_0504.wav,4
TRAIN_0505,./train/TRAIN_0505.wav,4
TRAIN_0506,./train/TRAIN_0506.wav,2
TRAIN_0507,./train/TRAIN_0507.wav,3
TRAIN_0508,./train/TRAIN_0508.wav,5
TRAIN_0509,./train/TRAIN_0509.wav,3
TRAIN_0510,./train/TRAIN_0510.wav,4
TRAIN_0511,./train/TRAIN_0511.wav,0
TRAIN_0512,./train/TRAIN_0512.wav,1
TRAIN_0513,./train/TRAIN_0513.wav,5
TRAIN_0514,./train/TRAIN_0514.wav,1
TRAIN_0515,./train/TRAIN_0515.wav,1
TRAIN_0516,./train/TRAIN_0516.wav,0
TRAIN_0517,./train/TRAIN_0517.wav,4
TRAIN_0518,./train/TRAIN_0518.wav,1
TRAIN_0519,./train/TRAIN_0519.wav,0
TRAIN_0520,./train/TRAIN_0520.wav,5
TRAIN_0521,./train/TRAIN_0521.wav,1
TRAIN_0522,./train/TRAIN_0522.wav,1
TRAIN_0523,./train/TRAIN_0523.wav,2
TRAIN_0524,./train/TRAIN_0524.wav,1
TRAIN_0525,./train/TRAIN_0525.wav,4
TRAIN_0526,./train/TRAIN_0526.wav,5
TRAIN_0527,./train/TRAIN_0527.wav,1
TRAIN_0528,./train/TRAIN_0528.wav,5
TRAIN_0529,./train/TRAIN_0529.wav,4
TRAIN_0530,./train/TRAIN_0530.wav,3
TRAIN_0531,./train/TRAIN_0531.wav,5
TRAIN_0532,./train/TRAIN_0532.wav,2
TRAIN_0533,./train/TRAIN_0533.wav,4
TRAIN_0534,./train/TRAIN_0534.wav,1
TRAIN_0535,./train/TRAIN_0535.wav,4
TRAIN_0536,./train/TRAIN_0536.wav,4
TRAIN_0537,./train/TRAIN_0537.wav,0
